review_id,category,period_bin,year,title,sentence,counts_as_category,notes,teacher_reasoning,work_id,uid,sent_id
140,non_divine_teleology,1800_1829,1814,Lectures on comparative anatomy : in which are explained the preparations in the,"In birds there are no such parts, but a similar purpose is answered by the bills and gizzards; the first performing the office of cutting teeth, the second of the grinders.",,,"The bills and gizzards are defined by the office they perform, replacing cutting teeth and grinders. This is a straightforward functional characterization of animal parts with no divine attribution, so it is non_divine_teleology.",169615,bhl_281933,559
141,non_divine_teleology,1800_1829,1815,"Recreations in natural history, or, Popular sketches of British quadrupeds : des","Neither the length of the journey nor the unevenness of the way, nor ditches, nor rivers the most rapid can discourage him ; he springs through every obstacle, and as a bird whose career no impediment can check.” The horse was made subservient to the will of man in the earliest times, and therefore the use of this animal is probably almost coeval with mankind.",,,"The horse is characterized by its role as subservient to human will, which defines it functionally in relation to human use. There is no explicit divine planner here, so this is NDT rather than DT.",114890,bhl_199815,384
142,non_divine_teleology,1800_1829,1816,"An introduction to entomology, or, Elements of the natural history of insects : ",Not so the insect race ; to different tribes of which every part of a plant supplies appropriate food.,,,"This characterizes insect tribes by their food relation: plant parts are said to supply their appropriate food, which is a functional/ecological role. There is no divine grounding, so it is NDT rather than DT.",104725,bhl_185557,1062
143,non_divine_teleology,1800_1829,1822,"Physiological Lectures, exhibiting a general view of Mr. Hunter's Physiology, an","A kind and affectionate disposition belongs. to animals, and the same feeling, blended with considerations peculiar to man, constitutes benevolence, which is the chief excellence and ornament of his nature.",,,This assigns animals a defining behavioral disposition—'a kind and affectionate disposition'—which characterizes what animals are like without invoking God. It is a functional/dispositional characterization rather than a structural essence.,48975,bhl_103781,422
144,non_divine_teleology,1800_1829,1822,"Lectures on physiology, zoology, and the natural history of man delivered at the","Indeed, if we except some associated labours in the insect class, principally referring to the continuation of the species, and securing a supply of food, and some joint operations of the male and female in the higher classes, animals seem entirely incapable of concert or co-operation for common purposes, of combining various exertions for the attainment of a common end.",,,"The passage characterizes certain animal activities by the ends they serve—continuation of the species and securing food—so it predicates purpose of animals' behavior. Because those purposes are not grounded in God or divine planning, it is non-divine teleology rather than divine teleology.",104990,bhl_185933,502
145,non_divine_teleology,1800_1829,1822,"The philosophy of zoology, or, A general view of the structure, functions, and c","In others, there is a viscous substance secreted from their bodies, which, in the slug, may enable it to attach one part of its body more firmly to the surface on which it is moving, while it drags up the remainder to a new position.",,,"The slug's secretion is characterized by what it enables the animal to do: attach itself during movement. This is an implicit functional account of an animal feature, without any appeal to divine plan, so it is non_divine_teleology.",40282,bhl_89676,505
146,non_divine_teleology,1800_1829,1824,The conchologist's companion; comprising the instincts and construction of testa,"The S. botrycides, or grape-sponge, is composed of small hollow branches resembling grapes, of a bright yellow tint, and the openings at the tops are evidently the mouths by which the animals imbibe and discharge moisture. The surface, when highly magnified, appears co¬ vered with little groups of triple equi-distant shining spines : this species inhabit the English coasts.",,,"The passage identifies a specific part—the openings at the tops—as 'mouths' defined by their function of taking in and discharging moisture. That is a functional characterization of an animal part without divine reference, so it is non_divine_teleology.",147972,bhl_248827,46
147,non_divine_teleology,1800_1829,1827,An introduction to the comparative anatomy of animals : compiled with constant r,"The fluid is ejected only in order that the animal may be less burthened in its flight : and hence Townson observed, that it no longer happened when the animal was sufficiently domesticated, and ceased to be alarmed when touched. The observation made by him on the Testudo orbicularis is particularly remarkable, from which it would appear that these animals possess the power of taking up water through the anus; inasmuch as he satisfied himself that when the Tortoise was placed in water coloured with Litmus, the fluid subsequently ejected from the bladder had the same qualities.",,,"The passage assigns a specific function to the ejection of fluid: reducing the animal's burden during flight. This is a purposive characterization of the animal's behavior without any divine grounding, so it is non_divine_teleology.",113848,bhl_198287,695
148,non_divine_teleology,1800_1829,1827,An introduction to the comparative anatomy of animals : compiled with constant r,"The flexion and extension of the foot, which in most quadrupeds form nearly its only motions, and are effected by a deep ginglymoid joint between the Astragalus and Tibia, are here deficient ; whilst, on the contrary, the Fibula is articulated with the Astragalus by means of a process resembling the styloid process of the Ulna, and in such a manner that the motion of the foot is limited to rotation on its longitudinal axis, and the animal consequently, as is the case with the anterior extremity (§. 273), steps only on the outer edge of the foot;f a circumstance tending to impede walking, but facilitating the ascent of trees. (Tab.",,,"The passage characterizes the foot by what it is suited to do: it impedes walking but facilitates climbing trees. That is a functional account of the animal part, with no appeal to divine design.",114803,bhl_199728,703
149,non_divine_teleology,1830_1849,1831,The animal kingdom : arranged in conformity with its organization,"Their tail is always prehensile. The tail in some of them is in a great measure scaly. They live on trees in the Moluccas, where they feed on Insects and fruit. At the sight of a man they suspend themselves by their tails and if he gaze at them steadily for some time, they fall through lassitude.",,,"The key claim is that the animal part is ""prehensile,"" a direct functional characterization of the tail by what it does. That defines the part teleologically without invoking divine purpose, so it is non-divine teleology.",41463,bhl_18066,606
150,non_divine_teleology,1830_1849,1831,The animal kingdom : arranged in conformity with its organization,"This species also is extremely common, and varies greatly as to the spots(1). We have given the general name of Ruizostoma to that portion of the great genus Medusa which comprises species that have no mouth opening in the centre, and that appear to live by the suction exercised by their pedicles or tentacula.",,,"The group is characterized partly by how these medusae live: by suction through pedicles or tentacula. That functional mode of feeding helps define the class, and there is no divine grounding, so this is non_divine_teleology rather than merely structural taxonomy.",41463,bhl_91515,1670
151,non_divine_teleology,1830_1849,1831,The animal kingdom : arranged in conformity with its organization,"It also climbs up walls, to seek a shelter in their crevices, and for that purpose has two. little osseous tubercles under the palm of the hands. It never yisits the water except to couple, in the month of June; the female lays two strings of eggs, like the Common Toads; the voice of the male, which has also a sac under the throat, resembles that of the Tree Frog.",,,"This explicitly characterizes an animal part by its use: the osseous tubercles are present 'for that purpose' of climbing walls to seek shelter. The function is attributed to the organ without any divine grounding, so it is non-divine teleology.",41463,bhl_91501,407
152,non_divine_teleology,1830_1849,1831,"American ornithology, or the natural history of the birds of the United States","PURPLE GRAKLE. bill more than an inch lon^, strong, and furnished on the inside of the upper mandible with a sharp process, like the stump of the broken blade of a penknife, intended to assist the bird in macerating' its food ; tongue, thin, bifid at the end, and lacerated along the sides. The female is rather less, has the upper part of the head, neck, and the back, of a dark sooty brown j chin, breast, and belly, dull pale brown, lightest on the former ; wings, tall, lower parts of tlie back and vent, black, with a few reflections of dark green ; legs, feet, bill, and eyes, as in the nwle.",,,"The bird's bill is characterized by its intended role in 'assisting the bird in macerating its food.' That is a functional definition of an animal part, with no divine attribution, making it non_divine_teleology rather than internal_essence.",126233,bhl_219218,693
153,non_divine_teleology,1830_1849,1834,"The animal kingdom, arranged according to its organization, serving as a foundat","PULMONEA AQUATICA, Have only two tentacula, as already stated ; they are continually compelled to rise to the surface for the purpose of breathing, so that they cannot inhabit very deep water; they are usually found in fresh water or salt ponds, or at least in the vicinity of the seacoast and of the mouths of rivers. Some of them have no shell, such as Onchidium, Buchav*.",,,"The aquatic pulmonates are characterized by a purposive activity—rising to the surface for breathing—which explains what kind of animals they are ecologically. This is functional characterization, not divine teleology or mere incidental description.",39976,bhl_89289,205
154,non_divine_teleology,1830_1849,1834,A System of natural history : containing scientifci [sic] and popular descriptio,"It differs, however, in the mouth, which is round, and placed rather obliquely below the end of the nose. It more resembles the mouth of a leech thar an eel; and the animal has ahole on the top of the head, through which it spouts water, like the cetacea. There are seven holes on each side for respiration; and the fins are formed rather by a lengthening out of the skin, than any set of bones or spines for that purpose. As the mouth is formed resembling that of a leech, so it has a property resembling that animal, of sticking close to, and sucking any body it is applied to.",,,The animal’s parts are characterized by what they do: the holes are for respiration and the mouth serves suction. This is functional characterization of organs without any appeal to divine purpose.,41403,bhl_91275,3268
155,non_divine_teleology,1830_1849,1835,"General conchology, or, A description of shells arranged according to the Linnea","Other single pearls were sold for four pounds ten shillings, and ten pounds; and it is deserving of notice, that the last was sold a second time to Lady Glenlealy, who put it into a necklace, and refused eighty pounds for it from the Duchess of Ormond. The pearl is produced by a deposition of testaceous matter on the interior coat of the shell; itis a tubercle formed at pleasure by the animal, and is generally secreted to repair the damages made by certain worms that penetrate the inside of the shell near the edge of the valves, and, working themselves a passage between MYA. 89",,,"This characterizes the pearl functionally as something the animal forms to repair shell damage. The purpose is attributed to the animal's activity, not to divine planning, so it is non-divine teleology.",59817,bhl_122046,512
156,non_divine_teleology,1830_1849,1835,The natural history of the ruminating animals,"THE ELK, Oil MOOSE. the low herbage like cattle, hut crop the tops of the higher plants and low brushwood, or reach and pull down the branches of trees ; for, as Frederic Cuvier observes, their upper lip is a true organ of prehension, and that the whole of the manners of the animal, which he was enabled to study in confinement, plainly indicated the adaptation of its form to an abode in forests, and to a sustenance on the foliage of trees. The same animal, when wishing to graze, reached the ground with its muzzle with extreme difficulty, and often on such occasions fed leaning on its knees.",,,"The elk is characterized by the function of its upper lip and by its form being adapted to forest life and browsing foliage. This is purposive/functional characterization of the animal and its part without any divine grounding, so it is NDT.",131528,bhl_226746,201
157,non_divine_teleology,1830_1849,1835,The natural history of the ruminating animals,"THE BOVINE TRIBE, OR OXEN. The animals which we have now arrived at, and with which zoologists have generally concluded the family of the ruminants, arc fully equal to the woolbearing tribes in value and utility. The several species and various races of Oxen, in all countries, are most important in the economy of the inhabitants.",,,"Oxen are characterized by their utility and economic role, which defines them functionally in relation to human use. There is no appeal to divine plan, so this is non-divine teleology.",131528,bhl_226747,301
158,non_divine_teleology,1830_1849,1837,"Tales of animals, comprising quadrupeds, birds, fishes, reptiles and insects","It is common to see large herds of them in the parks of the great, in a state of domesticity like that of sheep. Dissensions about pasturage frequently occur amongst a herd of Fallow Deer; on such occasions it divides into two parts and commences an engagement for the disputed land, which the victorious party ever after retain. THE VIRGINIA DEER. This is the common Deer of America, of which there are several varieties.",,,"The passage identifies the deer through the functionally defined condition of 'domesticity,' and the guidelines specify that functionally defined classes such as domestic animals count as NDT. This is not merely geographic or anatomical description.",116047,bhl_201536,338
159,non_divine_teleology,1830_1849,1838,"The entomologist's text book : an introduction to the natural history, structure","Many species, accordingly, cease not to make DIPTERA: HABITS. 419 man their prey, by sucking his blood, whilst some either attack our cattle in ike manner, or deposit their eggs upon their bodies, within which the parasitic larve feed; others deposit their eggs, or young, upon our growing corn, and upon our prepared food of various kinds.",,,"The passage defines these animals through ecological and parasitic roles: making man or cattle their prey, sucking blood, and larvae feeding within hosts. Such role-based characterization is non-divine teleology.",39827,bhl_88595,975
160,non_divine_teleology,1830_1849,1841,"A general outline of the animal kingdom, and manual of comparative anatomy","From the disposition of the hood, and the tough coriaceous texture of its substance, it is evident that this part is calculated to perform the office of an operculum by closing the aperture of the shell when the body of the animal is retracted.",,,"The passage characterizes an animal part by the function it serves: the hood is 'calculated to perform the office of an operculum' and closes the shell aperture. This is a functional definition of the part without any appeal to divine intention, so it is non-divine teleology.",110811,bhl_194120,1153
161,non_divine_teleology,1830_1849,1843,"Lectures on the comparative anatomy and physiology of the invertebrate animals, ","The upper lip in the snail is armed with a crescentic dentated horny jaw, which is opposed by the bifid soft lip below. In the Tritonia, a curved trenchant horny plate works vertically upon another of similar form, and with these, as with a pair of curved scissors, this molluscous animal crops the tough sea-weed which constitutes its food.",,,The animal part is characterized by what it does: the plates function like scissors to crop seaweed. That is a functional account of the organ/animal without any divine attribution.,216863,bhl_347408,1078
162,non_divine_teleology,1830_1849,1844,The pictorial museum of animated nature,"With this instrument the elephant collects the herbage on which he feeds and puts it into his mouth; with this he strips the trees of their branches, or grasps his enemy and dashes him to the ground, But this admirable organ is not only adapted for seizing or holding substances of magnitude; it is also capable of plucking a single leaf, or of picking up a straw from the floor.",,,"The elephant's organ is characterized by what it does and what it is 'adapted for'—feeding, grasping, and plucking—so the organ is defined functionally. No divine grounding is present, so this is non-divine teleology rather than divine teleology.",67094,bhl_134486,1182
163,non_divine_teleology,1830_1849,1845,Animal chemistry : with reference to the physiology and pathology of man,"In the embryo of birds the respiration is carried on during the later stages of development, by the allantois, an extremely vascular membrane, over which the left umbilical artery is BLOOD. 137 especially distributed.",,,"This characterizes the allantois by the function it serves in the embryo of birds: carrying on respiration. It is a functional account of an animal part without any divine attribution, so it is NDT.",110932,bhl_194274,236
164,non_divine_teleology,1830_1849,1846,Lectures on the comparative anatomy and physiology of the vertebrate animals : d,"The existence of this highly developed form of pancreas over and above the spiral intestinal valve may relate to the high oi’ganisation of these Cartilaginous Fishes, and to the great development of the organs of locomotion, occasioning the necessity for rapid and complete digestion. But if we compare the few existing species of heavily-laden Ganoid fishes, we shall again find good evidence of the compensation for a pancreas by the extension of the intestinal mucous membrane within the canal, the circumstances calling for a more complete development of the digestive system in the predatory Sharks and large-finned Bays not being present.",,,"The pancreas and digestive structures are characterized by what they are for: enabling 'rapid and complete digestion' under particular locomotive and predatory conditions. This is a functional account of animal parts, not a divine one and not merely a bare mechanism acting on animals.",115683,bhl_200931,915
165,non_divine_teleology,1830_1849,1848,"The dodo and its kindred; or, The history, affinities, and osteology of the dodo","“The bird in question, from every account which we have of its economy, and from the appearance of its head and foot, is decidedly gallinaceous; and from the insufficiency of its wings for the purposes of flight, it may with equal certamty be pronounced to be of the Struthious structure, and referable to the present family (Strwthionide).",,,"The classification turns on the wings being insufficient 'for the purposes of flight,' which characterizes the part by function and uses that functional suitability to place the bird. This is teleological but not divine, since no God or divine plan is invoked.",43794,bhl_95168,122
166,non_divine_teleology,1850_1869,1850,The natural history of the British Entomostraca,"146 BRITISH ENTOMOSTRACA. this organization is fitted for both swimming and walking, the filaments assisting in the former, and the hooked claws at the extremity aiding in this latter purpose, enabling them to seize hold of the plants, &c. among whieh they li\e, and thus walk from place to place.",,,"The passage characterizes the organism's organization and parts by the functions they serve: swimming, walking, and seizing plants. This is purposive but not grounded in any divine plan, so it is non_divine_teleology rather than divine_teleology.",39641,bhl_16914,422
167,non_divine_teleology,1850_1869,1851,Natural history : Fishes,"The gill-aperture is small, and these fishes can in consequence live a long time out of the water.",,,"This links a specific animal part, the gill-aperture, to what it enables the fishes to do, namely live a long time out of water. That is a functional characterization of the part/animal, with no divine attribution.",6879,bhl_29969,376
168,non_divine_teleology,1850_1869,1851,"Principles of zoölogy : touching the structure, development, distribution, and n","trived for the spread of a wing, without increasing the weight of the body. The more firm and solid arm of the bird indicates a more sustained flight. The short arm of the whale, with his spreading fingers, resembles a strong oar. The enormous hand of the mole, with its long elbow, is constructed for the difficult and prolonged efforts requisite in burrowing. The twisted arm of the tortoise can be applied to no other movement than creeping. And finally, the arm of the fish, completely enveloped in the mass of the flesh, presents, externally, a mere delicate balancer, the pectoral fin. 179.",,,"These sentences characterize animal limbs by the functions they serve—rowing, burrowing, and creeping. The purposive language is about what the parts are for, with no appeal to God, so this is non-divine teleology.",1816,bhl_16929,240
169,non_divine_teleology,1850_1869,1853,"Principles of zoölogy : touching the structure, development, distribution, and n","Some of the mollusks, with their rasp-like tongue, (Fig. 58,) perforate the shells of other animals, and thus reach and extract the inhabitant. Insects have various piercers, suckers, or a protractile tongue for the OF DIGESTION. 109 same purpose, (Figs. 61-64.) Many Annelides, the leeches for example, have a sucker, which enables them to produce a vacuum, and thereby draw out blood from the perforations they make in other animals. Many microscopic animals are provided with hairs or cilia around the mouth, (Fig. 65,) which by their incessant motion produce currents that bring within reach the still more minute creatures or particles on which they feed.",,,"These sentences characterize animal parts by the specific functions they serve: tongues, piercers, and suckers are described in terms of what they are for. Because the purposive characterization is functional and not grounded in God, it is non_divine_teleology.",1816,bhl_16892,303
170,non_divine_teleology,1850_1869,1853,"Principles of zoölogy : touching the structure, development, distribution, and n","The contractions of some of them are entirely dependent on the will, as in the muscles of the limbs used for locomotion.",,,"The animal part is characterized by its use: muscles of the limbs are 'used for locomotion.' That is a functional description of an organ, with no divine reference, so it is non-divine teleology.",1816,bhl_16892,208
171,non_divine_teleology,1850_1869,1857,A popular history of British Crustacea : comprising a familiar account of their ,"He remarks that ‘the female differs in possessing several plates or valves beneath the body, situated between the two pairs of fins; the office of these is to carry and protect its eggs or young, at which time they extend very considerably, and form a kind of pouch.",,,"The passage characterizes the plates or valves by their function: 'the office of these is to carry and protect its eggs or young.' That is a direct purposive account of an animal part without any divine grounding, so it is non_divine_teleology.",14410,bhl_50322,501
172,non_divine_teleology,1850_1869,1857,"Insect architecture: to which are added, Miscellanies, on the ravages, the prese","Phryganea ), whicli weaves together a group of the leaves of aquatic plants AI 10- INSECT ARCHITECTURE. into a roundish ball, and in the interior of this forms a cell for its abode.",,,"The insect is characterized by the function of the constructed cell as its abode; this is a purposive description of what the structure is for. There is no divine grounding, so it is NDT rather than DT.",8433,bhl_201567,530
173,non_divine_teleology,1850_1869,1857,"Life in its lower, intermediate, and higher forms, or, Manifestations of the Div","jecting from the upper surface is the broad, flat sail—a soft, transparent membrane, but still strong enough for the light boat that bears it. “But if a sail be given to beings such as these, whose bodies are almost of the same density as the salt water in which they live, and at the same time so soft in their consistency, Some provision must be made to float the tiny ship, and keep it buoyant.",,,"The passage characterizes the animal part functionally: the sail and associated provision exist to float the organism and keep it buoyant. It is purposive language about the animal's structure without explicit divine attribution in the extract, so NDT fits best.",79168,bhl_151113,200
174,non_divine_teleology,1850_1869,1859,Illustrated natural history of the animal kingdom : being a systematic and popul,"These are carnivorous and oceanic, and possess shells almost exactly resembling those of the land-snail; they are without eyes, and secrete a sort of operculum, which operates as a float, bearing them about upon the water.",,,"The passage characterizes an animal part by its function: the operculum 'operates as a float' and serves to bear the animals on the water. That is a purposive description of what the part does, with no divine grounding.",102302,bhl_184354,3050
175,non_divine_teleology,1850_1869,1861,Forest creatures,It is only when driven to extremity that an eagle will descend upon the earth and battle with his prey. It is contrary to his instinct to do so.,,,"The eagle is characterized by an instinctive behavioral disposition—avoiding terrestrial combat except under extreme pressure. The passage defines the animal in terms of its instinctive role/behavior, which fits non-divine teleology rather than mere observation.",42526,bhl_93091,457
176,non_divine_teleology,1850_1869,1862,"Conchologia iconica, or, Illustrations of the shells of molluscous animals","Along with the discovery of the phenomenon that the mantle-lobes of the Brachiopods perform not only the office of secreting the shell, but also of respiration, another peculiarity was observed, namely, that the valves are differently placed from those of other bivalves, with regard to the position of the animal,—that, in fact, they are not side-valves connected dorsally by a cartilage and ligament, but dorsal and ventral valves connected, in the Teredratule, by closely interlocking tooth-like processes in relation with an internal apophysary skeleton, and a complicated system of muscles, to which may be added a force acquired through the habit of the animal in affixing itself to foreign bodies by a fibrous byssus-like tendon.",,,"The passage characterizes an animal part by the functions it performs: the mantle-lobes secrete the shell and serve in respiration. That is a functional definition of the part without any divine grounding, so it is NDT rather than IE.",8129,bhl_87607,6
177,non_divine_teleology,1850_1869,1863,The mammals of Australia,"To this latter section the present species, though destitute of the dorsal markings, also belongs. The food of this animal consists of bulbous and other roots, which it readily obtains by means of its powerful fore feet and claws.",,,"This characterizes the animal's fore feet and claws by what they are for—obtaining roots. The functional role is predicated of the animal's parts, with no appeal to God, so it is NDT rather than IE.",112962,bhl_197159,291
178,non_divine_teleology,1850_1869,1866,British bees : an introduction to the study of the natural history and economy o,"Passions of bees, 56. Pecten or comb, a fringe of very short stiff hair attached to an organ, for various purposes.",,,"The pecten or comb is characterized by what it is for: 'various purposes.' That is a functional characterization of an animal part without any divine grounding, so it is non-divine teleology.",54569,bhl_115162,862
179,non_divine_teleology,1850_1869,1866,"Homes without hands : being a description of the habitations of animals, classed","Nothing would have been easier than to have formed the cavity at the under side, so that the soft materials of the nest would exclude the light; but the Mouse had simply formed a comfortable hollow for her young, and therein she had placed her offspring. It is therefore evident that the Mouse has no fear of light, but that it only chooses darkness as a means of safety for its young. WHITE ANTS. 621 The rapidity with which the Mouse can make a nest is somewhat surprising.",,,"This characterizes the mouse's behavior by the end it serves: darkness is chosen for the safety of the young. The purpose is functional and not attributed to God, so it is non_divine_teleology.",57536,bhl_118516,2107
180,non_divine_teleology,1850_1869,1866,"Homes without hands : being a description of the habitations of animals, classed","We may often see the Bees hastening home with a load of yellow pollen on each of the hinder pair of legs, and this pollen is destined to be made into beebread. Such, then, is a brief outline of the wonderful social habitation which is made by the Hive-bee. THE HORNET. 457 WE now come to an insect which is as well known by name as the bee, though not so familiar to our eyes.",,,"The extract attributes a specific role to the pollen carried by bees and characterizes the hive-bee by its socially organized habitation-making. This is purposive and functional language about the animal's activity, without divine grounding.",57536,bhl_118516,1557
181,non_divine_teleology,1850_1869,1867,"Man: where, whence, and whither, being a glance at man in his natural-history re","The fruits and grains, the horse, ox, sheep, pig, dog, and the like, which characterise the one country, and have contributed so much to its civilisation, were totally wanting in the other, and had no analagous productions to represent them. <A vegetable and animal feeding people has ever the advantage in physical strength and mental activity over a purely vegetarian race ; and a country having a variety of soil, climate, and produce, is ever the most favourable for evoking an energetic and progressive civilisation.",,,"The passage treats domestic animals as a functionally defined class tied to human civilization, explicitly naming horse, ox, sheep, pig, and dog as characteristic contributors. Because the class is defined through its practical role rather than divine purpose or internal structure, it is non_divine_",50872,bhl_107935,63
182,non_divine_teleology,1850_1869,1867,Physiology at the farm in aid of rearing and feeding the live stock,"Of the flowers of this plant, as of those of the kindred plants in this family, the honey-bee is very fond. It deserves therefore to be cultivated in the farmer's garden, both for this purpose and as highly ornamental. Nor is this remark so much out of place as it may seem at first sight, since the honey-bee is in reality one of the farm animals from which the diligent agriculturist may derive both comfort and profit.",,,"The honey-bee is here assigned to the functionally defined class of farm animals, identified by the role it serves for the agriculturist. Because the classification rests on practical function without divine grounding, it is non-divine teleology.",102084,bhl_182167,770
183,non_divine_teleology,1850_1869,1868,The birds of Berkshire and Buckinghamshire : a contribution to the natural histo,"Our commonest Woodpecker. It is one of our handsomest birds, and does an immense deal of good by feeding upon ants and their eggs, and various insects. -I have occasionally observed these birds in Ditton Park, and it is a common species in Windsor Forest, near Cookham, in Langley Park, at Cliefden, and near Wantage; further north it is not so numerous.",,,"The woodpecker is characterized by the role it serves—doing good by eating ants and insects—which is a functional/ecological characterization. No divine grounding is present, so this is non-divine teleology.",13652,bhl_48351,127
184,non_divine_teleology,1870_1889,1870,A manual of zoology for the use of students : with a general introduction on the,"Secondly, the respiratory organs may be in the form of outward processes of the integument, exposed in tufts on the back and sides of the animal (as in the Nudibranchiata).",,,"The passage characterizes a class of animal parts specifically as 'respiratory organs,' i.e. by the function they serve. Since the purpose is not attributed to God, this is non-divine teleology.",99621,bhl_178589,954
185,non_divine_teleology,1870_1889,1870,Outlines of comparative physiology touching the structure and development of the,"THE power of voluntary motion is the second grand characteristic of animals (§ 65). Though they may not all have the means of transporting themselves from place to place, there is no animal which has not the power of executing some motions. The oyster, although fixed to the ground, opens and closes its shell at pleasure ; and the little coral animal protrudes itself from its retreat, and retires again at its will. § 206. The movements of animals are affected by means of muscles, which are organs designed expressly for this purpose, and make up that large portion of the body, commonly called flesh.",,,"Muscles are defined functionally as organs designed for movement, which is a teleological characterization of an animal part. Because no divine source is invoked, this is non_divine_teleology rather than divine_teleology.",1826,bhl_16951,363
186,non_divine_teleology,1870_1889,1872,The illustrated natural history,"These birds build, or rather weave, a fabric not unlike loose cloth, composed of hemp or flax. This nest is of the singular form represented in the engraving, and the entrance is at the side. In all probability this singular formation is for the purpose of keeping out the Black Snake, who is constantly on the lookout for young birds. The parent Orioles often attack the snake, and compel him to retreat.",,,"The passage assigns a specific purpose to the nest structure of these birds: keeping out the Black Snake. That is a functional characterization without any divine grounding, so it is non-divine teleology.",1781,bhl_16865,945
187,non_divine_teleology,1870_1889,1873,"American marine conchology, or, Descriptions of the shells of the Atlantic coast","The shelly tube of the ship-worm is subeylindrical, divided longitudinally and often concamerated by numerous, incomplete, transverse partitions ; the siphonal palettes or stylets assist in compressing and relaxing the siphons to facilitate the flow of water through the long canal. The Teredines live in most seas, perforating wood in the direction of the grain by means of the mechanical attrition of their valves; these tortuous perforations are lined by calcareous matter forming the tubes. The animal is useful in destroying fragments of wrecks and floating timber, but causes great destruction to dikes, wharves, and to ships when the timbers are not protected from its ravages.",,,"The passage characterizes a named animal part ('siphonal palettes or stylets') by what it does: it 'assist[s]' specific actions 'to facilitate the flow of water.' That is a functional characterization of the organ itself, so it is NDT rather than junk.",16339,bhl_55171,691
188,non_divine_teleology,1870_1889,1873,Advanced text-book of zoology for the use of schools,"The Typical Waders, as before said, spend most of their time wading about in shallow water, feeding upon small fishes, shell-fish, worms, and insects.",,,"The class label 'Typical Waders' is itself functionally/ecologically defined, and the sentence immediately characterizes these birds by their role and habitual activity in shallow water. That makes this a functional, non-divine characterization.",196420,bhl_315728,971
189,non_divine_teleology,1870_1889,1875,Log-book of a fisherman and zoologist,"The beaver never did, and never will, make use of his tail after this fashion ; it is simply the modification of a fin, enabling the animal to steer himself in the water and to obtain a fulcrum on marshy grounds and swamps, while he sits up on his haunches to work with his fore-paws and sharp, chisellike, teeth. The wing of the penguin is not unlike the tail of a beaver in general appearance. A chapter might be written on tails, showing the great diversity of work they have to do ; but who can tell the use of a pig's tail ?",,,"The passage characterizes the beaver's tail by what it does—steering in water and serving as a fulcrum—so it defines the part functionally. There is no appeal to God or divine plan, so this is NDT rather than DT.",99932,bhl_178951,101
190,non_divine_teleology,1870_1889,1877,A manual of zoology for the use of students : with a general introduction on the,"Brayon's-a (Gr. bragchia, the gills of fishes). A respiratory organ adapted to breathe air dissolved in water.",,,"This explicitly defines an animal organ by the function it serves: respiration in water. Because the characterization is purposive/functional and contains no divine grounding, it is non_divine_teleology.",56148,bhl_116892,2299
191,non_divine_teleology,1870_1889,1878,Elements of comparative anatomy,This organ also serves as a uterus for the ripe eggs. The testis has the same morphological characters.,,,"The key claim is functional: the organ 'serves as a uterus for the ripe eggs.' That characterizes the organ by what it does, not by divine purpose or purely structural essence, so it is non_divine_teleology.",106950,bhl_188726,744
192,non_divine_teleology,1870_1889,1880,Manual of cattle-feeding. A treatise on the laws of animal nutrition and the che,"By the term “ coarse fodder” we designate the various kinds of grass, hay, and straw, corn-fodder, stover, and, in short, all kinds of forage, whether fed green or dry. Coarse fodder commonly consists of the stalks and leaves of the plants, and is rich in woody fibre. Under ordinary circumstances it forms the bulk of the fodder of farm-animals, with the exception of the hog.",,,"The passage's animal reference is to 'farm-animals,' a functionally defined class identified by their agricultural role. Per the guidelines, a passage whose subject includes such a functionally defined animal class counts as non_divine_teleology.",66905,bhl_134226,396
193,non_divine_teleology,1870_1889,1885,"Animate creation; popular edition of ""Our living world"" a natural history","Like many other burrowing animals, it lays up a store of provisions for the winter, and generally chooses well-dried hay for that purpose. So hard does the animal labor at amassing this treasure, that in a single burrow there is generally found as much hay as will suffice a horse for a night.",,,"The animal is characterized by a purposive behavior: storing provisions for winter. That assigns a functional role or end to the behavior of this kind of animal without invoking divine design, so it is NDT.",1241,bhl_207559,3108
194,non_divine_teleology,1870_1889,1885,The standard natural history,"202 NATURAL HISTORY OF BIRDS. western and central Asia, Madeira, the Canary Islands, and Agores. The genus Caccabis contains about six species, with an unmottled plumage, with bright-colored bands on the flanks, and a general ashy and buff coloring, admirably adapted to conceal the birds in the rocky grounds they frequent.",,,"The birds are characterized by coloration 'adapted to conceal' them, which assigns a specific function to the plumage. Since no divine planner is invoked, this is non-divine teleology.",12300,bhl_48225,1149
195,non_divine_teleology,1870_1889,1887,Animal biology : an elementary text-book,"The protoplasm of sheep cannot become the protoplasm of man without being largely taken to pieces, chemically, and then put together again. Hence the necessity for digestive and assimilative organs to enable the animal to do this.",,,"The second sentence characterizes digestive and assimilative organs by what they are for: enabling the animal to break down and reassemble matter. That is a functional definition of animal parts without any divine grounding, so it is NDT rather than junk.",102817,bhl_183007,37
